,X,Y
397,37.318591,-80.053517
398,37.434306,-79.83365
399,37.061775,-80.618545
400,37.616455,-77.57203
401,38.874153,-77.407378
402,38.76777,-77.145058
403,38.28182,-77.52373
404,38.703101,-77.481512
405,36.92491,-77.69226
406,38.835016,-77.460018
407,38.947704,-77.411646
408,37.237631,-79.998357
409,37.220486,-77.465451
410,38.812617,-78.644565
411,38.759063,-77.226042
412,38.483382,-77.381548
413,37.373969,-77.676862
414,37.60338,-77.37838
415,38.694108,-77.569999
416,36.697376,-76.267721
417,38.5851,-77.782797
418,38.788465,-77.485451
419,38.789216,-77.492122
420,38.702034,-77.58154
421,38.561072,-77.381423
422,37.037686,-76.318573
423,37.559418,-77.251933
424,38.571609,-77.338968
425,38.798062,-77.499754
426,37.596598,-77.36807
427,38.462194,-77.443488
428,36.628703,-76.283892
429,36.697376,-76.267721
430,39.051846,-77.502807
431,39.119896,-77.555764
432,38.746532,-77.175288
433,37.430087,-77.65091
434,37.505082,-77.639396
435,38.45523,-77.415887
436,36.90909,-80.318677
437,37.750484,-77.657685
438,36.585233,-77.429127
439,38.850026,-77.459873
440,38.283736,-77.502239
441,38.582294,-77.287728
442,38.86908,-77.255798
443,38.425081,-77.56295
444,38.731603,-77.229994
445,36.819319,-76.244794
446,36.951847,-80.475645
447,37.192116,-76.432594
448,38.756079,-77.578788
449,36.870165,-80.267471
450,38.892661,-77.135335
451,38.891554,-77.500308
452,36.947963,-76.250267
453,38.043529,-78.464635
454,38.896479,-77.355026
455,38.708298,-77.800202
456,38.762044,-77.615715
457,38.76612,-77.61474
458,36.787597,-76.221086
459,36.872706,-76.217632
460,39.002776,-77.424533
461,37.268018,-76.749975
462,36.954908,-81.048596
463,36.877648,-76.393373
464,37.666222,-79.507375
465,36.724994,-76.312822
466,36.694854,-76.217108
467,38.464261,-77.418862
468,37.215126,-77.481546
469,37.294424,-79.937471
470,38.345318,-77.448598
471,38.240564,-77.671072
472,38.461064,-77.486665
473,38.637022,-77.37738
474,37.271314,-76.772312
475,38.935075,-77.274525
476,36.892901,-76.310751
477,37.252912,-79.912855
478,38.195534,-78.817852
479,38.867435,-77.602666
480,37.628938,-77.632449
481,37.444266,-77.51521
482,37.591005,-77.790353
483,37.627814,-79.471441
484,37.42013,-79.513375
485,38.490942,-77.990812
486,37.584326,-77.294692
487,36.872975,-80.182413
488,38.825012,-77.235518
489,36.800027,-76.73353
490,38.740069,-77.064963
491,38.740686,-77.060856
492,38.762893,-77.076432
493,37.324379,-79.719772
494,38.802786,-77.273786
495,38.748309,-77.235442
496,37.351821,-77.448887
497,37.323788,-77.446408
498,37.364011,-77.430757
499,37.289424,-77.481869
500,37.629984,-77.243177
501,37.612315,-77.564594
502,37.617119,-77.543573
503,38.652201,-77.378593
504,38.798988,-77.045125
505,38.797805,-77.045357
506,38.780274,-77.067107
507,38.780983,-77.067241
508,38.825459,-77.237201
509,38.844442,-77.277
510,38.90261,-77.475238
511,38.827807,-77.087436
512,37.307989,-80.422212
513,37.777839,-79.449908
514,37.625423,-77.640755
515,37.634697,-77.643471
516,37.634282,-77.585414
517,37.940769,-122.30952
518,38.081036,-78.459027
519,38.02837,-78.512298
520,38.067796,-78.501512
521,38.068131,-78.501992
522,38.814856,-77.271837
523,36.815312,-76.222498
524,36.684493,-76.266881
525,37.566683,-77.495022
526,37.165452,-79.222597
527,38.818229,-77.042198
528,38.835536,-77.407733
529,38.787205,-77.172574
530,38.893573,-77.114161
531,38.919816,-77.379514
532,38.661471,-78.453761
533,37.647784,-77.391671
534,36.850213,-76.294034
535,37.629196,-77.636416
536,37.738446,-77.660951
537,37.634475,-77.329293
538,36.927553,-76.250169
539,37.601333,-77.481014
540,37.268558,-79.879737
541,37.298097,-79.858173
542,38.933367,-77.395639
543,37.55428,-77.402933
544,38.835012,-77.281968
545,38.91829,-77.252563
546,36.730392,-76.349428
547,37.295402,-80.012066
548,39.086672,-77.545708
549,39.049073,-77.404705
550,38.500147,-78.054349
551,37.473568,-77.669554
552,38.784489,-77.090651
553,38.682258,-77.336687
554,38.450766,-78.030278
555,38.923754,-77.17957
556,37.58041,-77.517387
557,37.574976,-77.443642
558,37.432519,-77.597294
559,38.516296,-78.076254
560,38.922452,-77.238879
561,38.885577,-77.111071
562,38.4695,-78.101965
563,38.416639,-77.831107
564,37.609453,-77.604406
565,36.829846,-76.271
566,37.527787,-77.500205
567,37.419575,-77.470045
568,38.836841,-77.071271
569,38.783161,-77.078054
570,38.838456,-77.104596
571,37.420401,-77.470101
572,38.846761,-77.089949
573,37.28378,-76.684611
574,37.550102,-77.455794
575,39.189282,-78.196365
576,38.682426,-77.331182
577,38.998594,-77.380581
578,37.255285,-79.992213
579,39.054335,-77.414874
580,39.057351,-77.411035
581,38.700224,-77.235947
582,38.76417,-77.267288
583,37.38812,-77.6279
584,37.514857,-77.826312
585,37.07363,-80.302655
586,36.74367,-76.341297
587,37.717672,-78.504089
588,36.780393,-76.353543
589,37.872004,-77.975531
590,38.736083,-77.24067
591,36.78313,-76.338555
592,40.881425,-97.884689
593,38.848916,-77.358062
594,36.682979,-76.208519
595,36.866395,-76.294349
596,36.870804,-76.305641
597,38.663293,-77.295328
598,38.458799,-77.42685
599,38.472785,-77.439065
600,37.051262,-80.785244
601,37.195715,-79.235615
602,38.018992,-78.501607
603,36.743026,-76.283579
604,36.89451,-76.269313
605,37.443556,-77.546434
606,38.186381,-78.840224
607,37.405187,-77.468398
608,37.422607,-79.19596
609,38.583523,-77.782317
610,38.766911,-77.470112
611,37.249867,-76.737809
612,37.640222,-77.614219
613,39.057969,-77.47674
614,36.761852,-78.92929
615,36.864572,-76.293764
616,37.568261,-77.472115
617,37.401651,-77.463539
618,37.263607,-79.93049
619,38.737622,-77.575131
620,37.324269,-76.745226
621,38.627656,-77.349322
622,37.317755,-79.919448
623,37.317906,-79.952447
624,36.728264,-76.626391
625,36.922015,-76.230093
626,37.257345,-79.985398
627,38.878719,-77.428454
628,37.334046,-79.262076
629,38.160745,-79.077727
630,38.088388,-78.924834
631,38.704005,-77.214695
632,39.044608,-77.398155
633,38.817402,-77.211515
634,37.386752,-77.429403
635,38.056708,-77.625085
636,36.620671,-79.388445
637,38.84977,-77.088162
638,37.086617,-76.437436
639,39.044052,-77.504618
640,37.726649,-77.673543
641,37.648753,-77.556772
642,37.494156,-77.548772
643,38.675589,-77.349085
644,39.125983,-77.71819
645,38.731319,-77.466496
646,36.60636,-76.664911
647,37.138156,-76.698993
648,38.943482,-77.354439
649,38.048654,-77.817954
650,36.81391,-76.275164
651,37.149514,-80.418968
652,37.562853,-77.475418
653,37.329614,-79.941392
654,36.718224,-82.00325
655,36.877041,-76.405154
656,36.852728,-76.222285
657,36.70468,-76.209584
658,37.384595,-78.941008
659,38.269959,-77.440408
660,38.895022,-77.120493
661,38.81105,-77.629942
662,38.862891,-77.372618
663,37.370843,-79.193767
664,38.944044,-77.350498
665,39.197319,-78.097089
666,38.642196,-77.253788
667,37.138796,-76.404262
668,38.737223,-77.096104
669,37.110895,-76.408865
670,37.016407,-76.379761
671,39.047247,-77.368286
672,38.984221,-77.374677
673,38.871028,-77.135292
674,36.762341,-76.179132
675,37.244631,-79.954161
676,38.759353,-77.370676
677,38.364722,-77.531739
678,38.352716,-77.440459
679,36.682478,-76.259272
680,38.134986,-77.556478
681,38.940214,-77.401278
682,37.572987,-77.394529
683,38.89897,-77.143594
684,38.237072,-77.524151
685,38.862677,-77.401956
686,36.603204,-79.529026
687,36.726899,-79.904924
688,37.301044,-77.510776
689,36.840937,-76.392517
690,38.846507,-77.478372
691,38.872256,-77.587255
692,36.723934,-79.33404
693,38.852507,-77.073235
694,38.756481,-77.151978
695,38.814608,-77.09969
696,36.90962,-76.304683
697,37.61769,-77.589706
698,37.635475,-77.646227
699,38.804083,-77.048476
700,37.471501,-77.623981
701,37.419761,-77.675539
702,37.694303,-77.408368
703,39.036273,-77.604418
704,39.117176,-77.54728
705,37.520145,-77.386095
706,39.273213,-78.393169
707,38.808774,-77.616948
708,38.228356,-77.526873
709,38.324614,-77.467296
710,38.323224,-77.470577
711,38.364722,-77.531739
712,37.488899,-77.707372
713,37.196808,-80.084303
714,37.2584,-80.016248
715,36.885798,-76.257306
716,38.049405,-78.49974
717,38.733075,-77.084641
718,38.671064,-77.22675
719,38.937759,-77.355106
720,39.03441,-77.389149
721,39.279133,-77.641186
722,39.13252,-77.668945
723,38.898932,-77.548499
724,37.012427,-76.348394
725,38.867016,-77.132393
726,38.935093,-77.346415
727,37.002442,-76.784796
728,37.991304,-77.627226
729,36.855225,-76.252907
730,37.907558,-78.260448
731,36.716582,-76.57384
732,39.052231,-77.43759
733,37.085559,-76.430488
734,37.217858,-77.394774
735,39.013903,-77.396624
736,36.697737,-77.543786
737,37.085399,-76.402695
738,39.084785,-77.536281
739,36.85783,-76.411565
740,38.800122,-77.250948
741,37.713817,-76.520301
742,38.693759,-77.436691
743,38.692155,-77.297555
744,38.686497,-77.27053
745,38.68151,-77.276072
746,37.337917,-79.524147
747,37.684014,-76.487766
748,36.752145,-76.339
749,37.041039,-76.446416
750,37.109355,-76.445166
751,37.068364,-79.681218
752,38.795947,-77.260088
753,38.047184,-77.739805
754,38.673592,-77.426052
755,36.810219,-76.383688
756,36.852468,-76.425327
757,38.929598,-77.351821
758,36.823959,-76.247772
759,36.867035,-76.376463
760,36.773744,-76.568693
761,37.446101,-77.665295
762,37.516051,-77.585094
763,36.89696,-76.312268
764,38.740274,-77.405013
765,36.825288,-76.383685
766,39.168478,-78.101435
767,39.162082,-78.10088
768,39.221633,-78.008723
769,38.707628,-77.879313
770,37.261675,-79.990038
771,37.261675,-79.990038
772,36.89175,-76.279129
773,37.260626,-79.985964
774,38.862026,-77.054021
775,37.124727,-80.420196
776,37.325189,-77.418425
777,36.911411,-76.239378
778,37.117467,-80.593612
779,39.236028,-78.12903
780,37.202407,-77.464508
781,37.206309,-77.46327
782,38.246942,-78.08748
783,36.596116,-82.167986
784,36.83989,-76.327671
785,38.830436,-77.098839
786,38.823875,-77.434615
787,37.428956,-77.531145
788,37.432421,-77.447557
789,36.688425,-76.259122
790,38.066039,-78.943315
791,38.608859,-77.338039
792,37.477925,-77.218398
793,38.883703,-77.260376
794,38.800654,-77.132807
795,38.608587,-77.323705
796,38.474517,-77.446516
797,38.793155,-77.481465
798,38.758353,-77.494877
799,38.7436,-77.47794
800,36.867078,-76.241258
801,38.621268,-77.354191
802,37.280456,-77.30587
803,37.418729,-77.698034
804,36.733791,-78.896772
805,39.176833,-78.178488
806,36.580121,-79.929905
807,36.711494,-79.870959
808,36.867732,-76.374541
809,38.546793,-77.307227
810,36.812731,-76.377278
811,38.806089,-77.12627
812,37.490787,-77.466246
813,36.788946,-76.219555
814,36.808064,-76.317845
815,37.308434,-80.018293
816,37.070689,-80.216924
817,38.584298,-77.305561
818,37.453003,-77.645821
819,37.570695,-77.403181
820,38.735195,-77.849994
821,38.785513,-77.345119
822,38.883157,-77.086041
823,36.919602,-76.24125
824,36.866924,-76.36544
825,36.696389,-76.250639
826,36.848944,-76.419539
827,38.829481,-77.083089
828,38.661996,-77.204077
829,38.746746,-77.259771
830,38.925231,-77.20103
831,37.574502,-77.488547
832,38.576386,-78.7302
833,36.840191,-76.406186
834,39.149296,-78.184544
835,37.359726,-77.448688
836,37.485837,-77.844984
837,36.8985,-76.25162
838,36.708789,-79.867851
839,37.294756,-76.783211
840,37.587969,-77.304504
841,36.943174,-76.254706
842,38.254957,-77.345779
843,38.773339,-77.473118
844,38.771368,-77.087494
845,38.780462,-77.271305
846,38.855522,-77.065359
847,38.752069,-77.21724
848,36.775858,-76.333102
849,36.88082,-76.382603
850,36.612368,-76.717718
851,36.827394,-76.242744
852,38.107768,-78.02538
853,38.169779,-79.062676
854,38.768962,-77.223058
855,38.930333,-77.377085
856,37.314042,-79.888695
857,38.749787,-77.157572
858,38.558983,-78.609195
859,38.809107,-77.213274
860,36.627715,-76.651614
861,37.860025,-78.05044
862,37.261095,-79.543734
863,37.046527,-76.4073
864,38.326053,-77.362818
865,38.316129,-77.383103
866,37.273228,-77.302096
867,37.118462,-80.401961
868,38.833704,-77.053766
869,37.555195,-77.532943
870,37.540335,-77.375062
871,36.912883,-76.490004
872,36.880467,-76.269429
873,38.792157,-77.150626
874,36.793155,-81.577901
875,37.274139,-79.767189
876,36.646304,-76.235806
877,37.06893,-79.685534
878,37.462536,-77.404282
879,38.768962,-77.223058
880,37.243085,-79.899438
881,38.088572,-78.456809
882,38.455442,-78.855034
883,37.033039,-76.408119
884,37.046523,-76.407331
885,36.68613,-76.90749
886,37.860025,-78.05044
887,38.026103,-78.474147
888,37.773673,-77.12948
889,38.879901,-77.103981
890,38.25249,-77.563848
891,38.83422,-77.14555
892,38.750606,-77.257217
893,38.191759,-79.02094
894,37.273244,-79.860373
895,38.703055,-77.795181
896,37.345753,-76.768169
897,37.316563,-76.769219
898,37.295464,-76.78585
899,38.63358,-77.344462
900,36.889635,-76.594414
901,37.057916,-80.440564
902,37.63569,-77.518495
903,37.524395,-77.569341
904,37.571816,-77.574172
905,38.792157,-77.150626
906,36.874195,-76.390969
907,36.809288,-76.389832
908,36.899795,-76.247857
909,36.912841,-76.215111
910,37.53179,-77.623765
